-nan -nan -nan
-nan -nan nan
-nan -nan -nan
0.0663194265011 -nan -nan
0.0722497667798 0.0236391162079 -nan
0.0767957016207 0.0242691175906 0.066859928231
0.041487951565 0.0247771607696 0.0694734732972
0.0432621312301 4.90538857031 0.0716548658832
0.0447803264841 5.02186557023 5.81404314359
3.06697991555 5.12343885582 5.93182850669
3.14247632747 7.80557526365 6.03607734698
3.2100993456 7.91721000076 4.57685476956
2.62408751955 8.01819027348 4.63658215902
2.66880053529 6.73677061322 4.69105557814
2.70986637864 6.80769815493 3.88115638626
2.28685733791 6.87323296576 3.91910584673
2.31621421073 5.90648320782 3.95435357856
2.34360627674 5.95516439976 3.37505603545
2.02944324807 6.00077176857 3.40123167967
2.05012393791 5.24768396482 3.42584313031
2.06963172729 5.28289814801 2.98401120238
1.81238114403 5.31621202056 3.00302472576
1.82765101743 4.72098195044 3.02105969413
1.84216980547 4.74753416833 2.67751513979
1.64230153841 4.7728357715 2.69193442804
1.65402760272 4.67467763729 2.70570223078
1.66524461707 4.69614637458 2.52654740862
1.92449750505 4.71671826685 2.53784332861
1.93533875682 4.74951667589 2.54868452956
1.94575891674 4.76767870155 2.32280539982
1.77486901677 4.78515922933 2.33190704277
1.78362779355 4.43837366536 2.34067838066
1.79207882231 4.45348737288 2.15141737625
1.64926817929 4.46808643041 2.15891860531
1.65648636374 4.16244049869 2.16617205252
1.66347305165 4.17519014744 2.00391273151
1.54128955914 4.18754246197 2.0101939635
1.54733588558 3.91413910348 2.01628483106
1.55320387586 3.92498224672 1.87578793241
1.43577884238 3.93551391951 1.88112270832
1.44090777679 3.69582583827 1.88630814188
1.4458966957 3.70517735032 1.7634233758
1.35776729336 3.71427976075 1.76800071145
1.36217863436 3.68747119137 1.77245900393
1.36647790288 3.69575270548 2.30713480041
1.42884977031 3.70382858149 2.31244517867
1.43292466497 3.52863712629 2.31762661217
1.43690275674 3.53583292448 2.18863598908
1.35347765865 3.54286140364 2.19329297018
1.35704456298 3.37024428066 2.19784391426
1.36053190347 3.37663712904 2.08202318946
1.28320601507 3.3828902225 2.08614574509
1.28635323411 3.22503412672 2.09017994025
1.2894342923 3.23074617425 1.98538423879
1.22589134049 3.23634040522 1.98905711764
1.22868885431 3.09251566792 1.99265564094
1.2314307626 3.09765868954 1.89730123331
1.17122276461 3.10270130877 1.90059756769
1.17372438248 2.96953899337 1.90383067933
1.17617884715 2.97418227758 1.81683051999
1.12065011672 2.97873952371 1.81980030091
1.12289978052 3.08749487031 1.82271597049
1.12510912633 3.09191415556 1.93183209642
1.07455753523 3.09625551775 1.93471494991
1.07659102985 3.12083909173 1.93754777912
1.07858979056 3.12495151227 1.85873814193
1.03241092504 3.12899477116 1.86136154151
1.03425761154 3.01658037469 1.86394149095
1.03607416955 3.02035422262 1.7911566483
0.993874777801 3.02406740781 1.79355356813
0.995558978208 2.91899462523 1.79591251823
0.997216881117 2.92246980661 1.728942748
0.957187367454 2.92589149181 1.7311390499
0.95872932895 2.82750097725 1.73330201321
0.960248205874 2.83071246508 1.67014225232
0.923319600382 2.8338765256 1.67216666123
0.92473639094 2.74139999166 1.67416157345
0.926132810614 2.74437449102 1.61530457898
0.891922775943 2.74730677972 1.61717528828
0.893228857262 2.76298728059 1.61901979216
0.89451687504 2.7657888858 1.73625271522
0.857116924963 2.76855223 1.73812231172
0.858328311192 2.7038395547 1.7399666919
0.859523558789 2.70643196233 1.76068957688
0.83887420191 2.70899025052 1.76246405126
0.840051439466 2.67640259998 1.76421545044
0.841213549135 2.67882035626 1.71073659878
0.813056704154 2.68120740641 1.71238972272
0.814151299036 2.60747938296 1.71402209395
0.815232309638 2.60974473806 1.66373062055
0.788679190966 2.61198229672 1.66527410531
0.78969943281 2.54199892844 1.66679886258
0.790707432481 2.54412706451 1.61861121775
0.765662448479 2.54622994341 1.6200584615
0.766615566537 2.47963215146 1.62148871466
0.767557614663 2.48163542615 1.57576581239
0.744790727947 2.48361568009 1.57712570651
0.745683141589 2.42014327658 1.57847013698
0.746565512567 2.42203179432 1.63752484455
0.718319984243 2.42389927788 1.63885703231
0.719162154285 2.41846328919 1.64017453295
0.719995132923 2.42025310437 1.65167972266
0.717997965472 2.42202358009 1.65295218637
0.718797272237 2.36520451283 1.65421103631
0.719588110915 2.3668922643 1.67728717564
0.694165611995 2.36856230817 1.67851174558
0.694927057169 2.31994723217 1.67972359062
0.695680665006 2.32153727686 1.63931142149
0.677166271784 2.32311110954 1.64047040202
0.677884529239 2.2704777824 1.64161767572
0.678595598562 2.27198578152 1.60301916742
0.660069749332 2.27347882703 1.60411761564
0.66074826954 2.22292626504 1.60520527017
0.661420182301 2.22435960737 1.56799708788
0.662085610227 2.17589748281 1.56904121573
0.645723088724 2.1772743246 1.57007535534
0.646359071535 2.17863811064 1.53469569629
0.646989076032 2.14940560674 1.53568789353
0.647613209359 2.10625064842 1.53667084423
0.648231575845 2.09524628882 1.5376447127
0.648844277103 2.05982884287 1.53860965898
0.649451412125 2.04460227582 1.53956583897
0.650053077367 2.01743964536 1.54051340457
0.650649366836 1.98478150297 1.54145250384
0.651240372172 1.95584833168 1.5423832811
0.651826182726 1.92177649661 1.54330587707
0.652406885632 1.88884227476 1.54422042899
0.652982565885 1.85678245978 1.5451270707
0.653553306405 1.82557604021 1.5460259328
0.654119188105 1.80620341771 1.54691714272
0.638333542266 1.80714242103 1.54780082483
0.638892551821 1.80807355429 1.53168612335
0.639446912169 1.78204140474 1.53253521753
0.639996697152 1.77470242708 1.53337730378
0.640541978895 1.75175913067 1.53421249258
0.641082827852 1.73065862306 1.53504089184
0.641619312863 1.70781136999 1.53586260699
0.642151501199 1.68745541693 1.53667774108
0.642679458608 1.66933106779 1.53748639481
0.643203249365 1.65456921674 1.53828866662
