0 -nan -nan
0 0 -nan
0 0 0
0 0 0
0 0 0
0 0 0
0.363820187251 0 0
0.363820187251 0.32000010709 0
0.363820187251 0.32000010709 0.227805241446
0.272865140438 0.32000010709 0.227805241446
0.272865140438 0.33085401617 0.227805241446
0.272865140438 0.33085401617 0.196280914918
0.21829211235 0.33085401617 0.196280914918
0.21829211235 0.264683212936 0.196280914918
0.21829211235 0.264683212936 0.126512365639
0.140297412872 0.264683212936 0.126512365639
0.140297412872 0.220569344113 0.126512365639
0.140297412872 0.220569344113 0.0892412625253
0.120254925319 0.220569344113 0.0892412625253
0.120254925319 0.184653694076 0.0892412625253
0.120254925319 0.184653694076 0.076492510736
0.105223059654 0.184653694076 0.076492510736
0.105223059654 0.188352268748 0.076492510736
0.105223059654 0.188352268748 0.189146029949
0.129147599803 0.188352268748 0.189146029949
0.129147599803 0.223236965802 0.189146029949
0.129147599803 0.223236965802 0.205082629952
0.160810014158 0.223236965802 0.205082629952
0.160810014158 0.200913269222 0.205082629952
0.160810014158 0.200913269222 0.177946955115
0.152215841819 0.200913269222 0.177946955115
0.152215841819 0.176623506709 0.177946955115
0.152215841819 0.176623506709 0.174534783716
0.134008345132 0.176623506709 0.174534783716
0.134008345132 0.16190488115 0.174534783716
0.134008345132 0.16190488115 0.159990218406
0.123700010891 0.16190488115 0.159990218406
0.123700010891 0.201011934418 0.159990218406
0.123700010891 0.201011934418 0.169000809009
0.114864295827 0.201011934418 0.169000809009
0.114864295827 0.186653939102 0.169000809009
0.114864295827 0.186653939102 0.217095605071
0.132724587917 0.186653939102 0.217095605071
0.132724587917 0.187465181152 0.217095605071
0.132724587917 0.187465181152 0.202622564733
0.124429301172 0.187465181152 0.202622564733
0.124429301172 0.17846209323 0.202622564733
0.124429301172 0.17846209323 0.192173267994
0.123067641258 0.17846209323 0.192173267994
0.123067641258 0.16796432304 0.192173267994
0.123067641258 0.16796432304 0.226718524186
0.135089952995 0.16796432304 0.226718524186
0.135089952995 0.174052711742 0.226718524186
0.135089952995 0.174052711742 0.21412305062
0.127979955469 0.174052711742 0.21412305062
0.127979955469 0.154169644102 0.21412305062
0.127979955469 0.154169644102 0.247364816305
0.12474657096 0.154169644102 0.247364816305
0.12474657096 0.146461161897 0.247364816305
0.12474657096 0.146461161897 0.234171173796
0.137283545449 0.146461161897 0.234171173796
0.137283545449 0.192569943198 0.234171173796
0.137283545449 0.192569943198 0.233607856504
0.133877100863 0.192569943198 0.233607856504
0.133877100863 0.197298458693 0.233607856504
0.133877100863 0.197298458693 0.222989317572
0.143857047998 0.197298458693 0.222989317572
0.143857047998 0.186509219654 0.222989317572
0.143857047998 0.186509219654 0.213641171546
0.173935117324 0.186509219654 0.213641171546
0.173935117324 0.205094714028 0.213641171546
0.173935117324 0.205094714028 0.204739456065
0.175547427177 0.205094714028 0.204739456065
0.175547427177 0.196890925467 0.204739456065
0.175547427177 0.196890925467 0.210605255425
0.168795603055 0.196890925467 0.210605255425
0.168795603055 0.22513211616 0.210605255425
0.168795603055 0.22513211616 0.218973735147
0.162543914053 0.22513211616 0.218973735147
0.162543914053 0.219134066778 0.218973735147
0.162543914053 0.219134066778 0.210863596808
0.156738774266 0.219134066778 0.210863596808
0.156738774266 0.243952088111 0.210863596808
0.156738774266 0.243952088111 0.203332754065
0.151333988946 0.243952088111 0.203332754065
0.151333988946 0.256545456473 0.203332754065
0.151333988946 0.256545456473 0.20211375813
0.14901267757 0.256545456473 0.20211375813
0.14901267757 0.246298811386 0.20211375813
0.14901267757 0.246298811386 0.223077928772
0.14836585041 0.246298811386 0.223077928772
0.14836585041 0.26749218188 0.223077928772
0.14836585041 0.26749218188 0.215881866553
0.140069167037 0.26749218188 0.215881866553
0.140069167037 0.278668072401 0.215881866553
0.140069167037 0.278668072401 0.209135558223
0.172362344554 0.278668072401 0.209135558223
0.172362344554 0.270223585358 0.209135558223
0.172362344554 0.270223585358 0.214210021451
0.167292863832 0.270223585358 0.214210021451
0.167292863832 0.262275832848 0.214210021451
0.167292863832 0.262275832848 0.207909726702
0.18886651797 0.262275832848 0.207909726702
0.18886651797 0.254782237623 0.207909726702
0.18886651797 0.254782237623 0.217888478509
0.183620225804 0.254782237623 0.217888478509
0.183620225804 0.254473300651 0.217888478509
0.183620225804 0.254473300651 0.212526377001
0.183856000449 0.254473300651 0.212526377001
0.183856000449 0.247595643876 0.212526377001
0.183856000449 0.247595643876 0.243898705735
0.179017684648 0.247595643876 0.243898705735
0.179017684648 0.241891557723 0.243898705735
0.179017684648 0.241891557723 0.237480318742
0.179017684648 0.241891557723 0.2313910798
0.182221373534 0.241891557723 0.2313910798
