0 -nan -nan
0 0 -nan
0 0 0
0.025 0 0
0.025 0.0353553384542 0
0.025 0.0353553384542 0.0103553384542
0.0166666666667 0.0353553384542 0.0103553384542
0.0166666666667 0.0235702256362 0.0103553384542
0.0166666666667 0.0235702256362 0.0069035589695
0.0176776692271 0.0235702256362 0.0069035589695
0.0176776692271 0.0176776692271 0.0069035589695
0.0176776692271 0.0176776692271 0.00915063470602
0.0282842707634 0.0176776692271 0.00915063470602
0.0282842707634 0.0141421353817 0.00915063470602
0.0282842707634 0.0141421353817 0.00732050776482
0.0235702256362 0.0141421353817 0.00732050776482
0.0235702256362 0.0117851128181 0.00732050776482
0.0235702256362 0.0117851128181 0.00610042313735
0.0224733165332 0.0117851128181 0.00610042313735
0.0224733165332 0.0101015252726 0.00610042313735
0.0224733165332 0.0101015252726 0.00818760224751
0.0259141519666 0.0101015252726 0.00818760224751
0.0259141519666 0.0196641519666 0.00818760224751
0.0259141519666 0.0196641519666 0.0134141519666
0.0230348017481 0.0196641519666 0.0134141519666
0.0230348017481 0.0230348017481 0.0134141519666
0.0230348017481 0.0230348017481 0.013689453072
0.0293915754557 0.0230348017481 0.013689453072
0.0293915754557 0.0257313215733 0.013689453072
0.0293915754557 0.0257313215733 0.0173205077648
0.0372552378611 0.0257313215733 0.0173205077648
0.0372552378611 0.0364753609354 0.0173205077648
0.0372552378611 0.0364753609354 0.0217360854149
0.0367992783586 0.0364753609354 0.0217360854149
0.0367992783586 0.0430934026837 0.0217360854149
0.0367992783586 0.0430934026837 0.0258173013727
0.0394078474778 0.0430934026837 0.0258173013727
0.0394078474778 0.0480333883029 0.0258173013727
0.0394078474778 0.0480333883029 0.0331167917985
0.0460817660604 0.0480333883029 0.0331167917985
0.0460817660604 0.0600085330861 0.0331167917985
0.0460817660604 0.0600085330861 0.0343227352415
0.044390360117 0.0600085330861 0.0343227352415
0.044390360117 0.0573886760076 0.0343227352415
0.044390360117 0.0573886760076 0.032034552892
0.0416159626096 0.0573886760076 0.032034552892
0.0416159626096 0.0538018837571 0.032034552892
0.0416159626096 0.0538018837571 0.0300323933363
0.0391679648091 0.0538018837571 0.0300323933363
0.0391679648091 0.0506370670655 0.0300323933363
0.0391679648091 0.0506370670655 0.0282657819636
0.0381425599257 0.0506370670655 0.0282657819636
0.0381425599257 0.0489744898346 0.0282657819636
0.0381425599257 0.0489744898346 0.0322510162989
0.0361350567717 0.0489744898346 0.0322510162989
0.0361350567717 0.0490284640538 0.0322510162989
0.0361350567717 0.0490284640538 0.0324800438003
0.0343283039331 0.0490284640538 0.0324800438003
0.0343283039331 0.0476125746965 0.0324800438003
0.0343283039331 0.0476125746965 0.0308560416102
0.0378037759236 0.0476125746965 0.0308560416102
0.0378037759236 0.0477262616158 0.0308560416102
0.0378037759236 0.0477262616158 0.0303729290054
0.0392995441502 0.0477262616158 0.0303729290054
0.0392995441502 0.0455568860878 0.0303729290054
0.0392995441502 0.0455568860878 0.0306560930881
0.039764781361 0.0455568860878 0.0306560930881
0.039764781361 0.0457500649535 0.0306560930881
0.039764781361 0.0457500649535 0.0300141699936
0.0401912488043 0.0457500649535 0.0300141699936
0.0401912488043 0.0467900904516 0.0300141699936
0.0401912488043 0.0467900904516 0.0308469129105
0.0434120259285 0.0467900904516 0.0308469129105
0.0434120259285 0.0469184868336 0.0308469129105
0.0434120259285 0.0469184868336 0.0316130363941
0.0417423326236 0.0469184868336 0.0316130363941
0.0417423326236 0.0497566479903 0.0316130363941
0.0417423326236 0.0497566479903 0.0329314527603
0.042048172156 0.0497566479903 0.0329314527603
0.042048172156 0.0529731624656 0.0329314527603
0.042048172156 0.0529731624656 0.0367711226145
0.04307183304 0.0529731624656 0.0367711226145
0.04307183304 0.0510812638061 0.0367711226145
0.04307183304 0.0510812638061 0.0379832495536
0.043310735349 0.0510812638061 0.0379832495536
0.043310735349 0.0524723013927 0.0379832495536
0.043310735349 0.0524723013927 0.0373876436003
0.0425574000676 0.0524723013927 0.0373876436003
0.0425574000676 0.0514135805766 0.0373876436003
0.0425574000676 0.0514135805766 0.0368317447106
0.0434655702883 0.0514135805766 0.0368317447106
0.0434655702883 0.052036067555 0.0368317447106
0.0434655702883 0.052036067555 0.0385926998431
0.0443169798702 0.052036067555 0.0385926998431
0.0443169798702 0.0532668577507 0.0385926998431
0.0443169798702 0.0532668577507 0.0385305073112
0.0436016373562 0.0532668577507 0.0385305073112
0.0436016373562 0.0542770299045 0.0385305073112
0.0436016373562 0.0542770299045 0.0379905124505
0.0429283738136 0.0542770299045 0.0379905124505
0.0429283738136 0.0564460552791 0.0379905124505
0.0429283738136 0.0564460552791 0.0379496896968
