-nan -nan -nan
-nan -nan nan
-nan -nan -nan
0.0687544583025 -nan -nan
0.076554774332 0.105819604273 -nan
0.0825341493327 0.109584443379 0.155981659481
0.113505696278 0.112620469777 0.15942137053
0.11777146173 0.151475106405 0.162292321666
0.121421748672 0.154232114868 0.180997691179
0.228975576469 0.156636352684 0.183214756506
0.233298984279 0.176121059784 0.185177024848
0.237171511162 0.178104286982 0.168099711032
0.192830789076 0.179898234176 0.169315307595
0.195311763179 0.154557372273 0.170423973178
0.197590368014 0.155748924237 0.154868377288
0.165940013363 0.156849880659 0.155659721447
0.167537891905 0.139668491292 0.156394727594
0.169028827086 0.14046333601 0.146648181377
0.175166252107 0.141207992719 0.147230857057
0.17643204422 0.132494440661 0.14777871344
0.177626047233 0.133062955035 0.138052443894
0.172483768463 0.133600789899 0.138466060021
0.173464923237 0.125740105102 0.138858388872
0.17439781756 0.126162417881 0.13203877868
0.164364706091 0.126564839644 0.132346781679
0.165127050283 0.120126424209 0.132640868631
0.165856299714 0.120451396024 0.128029443685
0.153056852487 0.120762792316 0.128268559784
0.153656705517 0.115130618785 0.128498050228
0.15423325928 0.115387573404 0.124386305389
0.146729464283 0.115634886255 0.124576444582
0.147217925886 0.111717679907 0.12475968349
0.147689224923 0.111926608122 0.123976352612
0.159420357422 0.11212842194 0.124137099032
0.15987774103 0.125594200549 0.12429253565
0.160320455753 0.125816879094 0.138419766011
0.162470355261 0.126032618012 0.138602348171
0.162875200793 0.141687451045 0.138779396838
0.163268105422 0.141926063584 0.157420060383
0.179000827772 0.142157821952 0.157631640738
0.179397273978 0.159792437926 0.157837298088
0.179782897544 0.160047826019 0.171049373214
0.176957740457 0.160296411192 0.171268803832
0.177304803876 0.165835423777 0.171482527699
0.177643049964 0.166074857425 0.176743456521
0.182708423429 0.166308345702 0.176950378165
0.183029340755 0.176236360719 0.17715227541
0.183342634393 0.176471335552 0.183744418332
0.184267011312 0.176700846674 0.183943238752
0.184558020018 0.182891355749 0.184137532134
0.184842537445 0.183114779962 0.188864758017
0.180992348779 0.183333319868 0.189052898571
0.181250909008 0.18271723634 0.189237006629
0.181504033782 0.182919250929 0.188954374206
0.175170120884 0.183117098769 0.189125077229
0.17540076641 0.181918347297 0.189292324455
0.175626827449 0.182101124881 0.19043107691
0.175068462369 0.182280334269 0.190588713047
0.175278980555 0.183408269225 0.190743325768
0.175485530668 0.183577387796 0.196631558228
0.173272693582 0.183743372671 0.196784701842
0.173463763625 0.18565569091 0.19693505508
0.173651409351 0.18581384228 0.200399780933
0.183293385863 0.185969205047 0.200545411277
0.183482647589 0.196935276967 0.200688514593
0.183668676555 0.197096105133 0.209953816697
0.182460597809 0.197254228531 0.210100595537
0.182634662932 0.205732340036 0.210244943347
0.182805888201 0.205891903251 0.217290789465
0.184942944012 0.206048901568 0.217435450371
0.185107006651 0.207018443758 0.217577819696
0.185268507579 0.207167839167 0.220612100096
0.191433572741 0.207314934816 0.220749981984
0.191593176824 0.218782985248 0.220885770904
0.191750391489 0.218935275117 0.230470977787
0.201120013795 0.219085315965 0.230610218105
0.201279129222 0.229742697094 0.230747429621
0.201435956858 0.229896413311 0.242994797861
0.211756692964 0.230047948166 0.243138112943
0.211916243987 0.232459624832 0.243279420426
0.212073588365 0.23260588589 0.248375703297
0.211192571794 0.232750149487 0.248514895853
0.211341677655 0.231060868773 0.24865221104
0.211488797061 0.231197018604 0.250226460572
0.2145630511 0.231331376528 0.25035859853
0.214705928522 0.231800225569 0.250489018172
0.214846969922 0.231928753429 0.25309057772
0.214485122564 0.232055648953 0.253217148961
0.214619554954 0.231896788186 0.253342131273
0.214752318995 0.23201789743 0.255288025916
0.21984942267 0.232137520635 0.255408951078
0.219980462084 0.238066014015 0.255528409024
0.220109929119 0.238185220173 0.260643070323
0.222824494243 0.238303011567 0.26076139092
0.22295045317 0.244945024361 0.260878322436
0.223074949155 0.245063022377 0.266579359553
0.230660220813 0.245179664412 0.266695717816
0.230785353686 0.255783309796 0.266810752943
0.230909078392 0.255903434963 0.271640968634
0.23233164545 0.256022222184 0.271754782618
0.232451328263 0.260513837888 0.271867341824
0.232569704863 0.260630988498 0.275987180286
0.240637452781 0.260746873263 0.27609807815
0.240756910723 0.267535756423 0.276207789545
0.240875103092 0.267651815191 0.280017015961
0.249873876255 0.267766656291 0.280124965764
0.249993750669 0.273093314593 0.280231793826
0.25011239125 0.273207258613 0.283866951231
0.253655024738 0.273320040866 0.283972023733
0.25377141219 0.276418331514 0.284076034902
0.253886634867 0.276528797605 0.286611985266
0.257365175203 0.276638168293 0.286713659212
0.257478257961 0.280367575172 0.286814334078
0.257590239517 0.280475182434 0.287822172098
0.257701140304 0.280581751144 0.289102284464
0.25947255499 0.280687300408 0.289198038994
0.259580498213 0.282646124035 0.289292885542
0.259687426757 0.282749020721 0.290267146458
0.259793358806 0.282850958486 0.291691406395
0.25989831207 0.282951954371 0.291702299246
0.260002303793 0.283052024972 0.292309207226
0.260105350778 0.283151186457 0.292684602333
0.260207469395 0.28324945458 0.292907607686
0.260308675601 0.283346844694 0.292692619162
0.260408984948 0.283443371767 0.292415735182
0.260508412603 0.283539050393 0.292142910268
0.260606973353 0.283633894802 0.291596589419
0.260704681626 0.283727918877 0.291044801743
0.260801551494 0.28382113616 0.290456191719
0.260897596691 0.283913559868 0.289585173241
0.263922420344 0.284005202897 0.289654467271
0.264016785266 0.284720897416 0.289723180526
0.264110365368 0.284809885413 0.289159346691
0.264203173114 0.284898138956 0.288712742442
0.26429522068 0.284985669622 0.287890165092
0.26438651996 0.28507248872 0.286814979987
0.264477082574 0.285158607302 0.285733890828
0.264566919877 0.285244036165 0.284628957364
0.264656042968 0.285009002137 0.284687650117
0.264744462698 0.284575102892 0.284745879665
