0.00897882055312 -nan -nan
0.00897882055312 0.0403868288854 -nan
0.00897882055312 0.0403868288854 0.0655107491815
0.0286505602684 0.0403868288854 0.0655107491815
0.0286505602684 0.0694879139869 0.0655107491815
0.0286505602684 0.0694879139869 0.0853581522929
0.0557263258133 0.0694879139869 0.0853581522929
0.0557263258133 0.0810860636275 0.0853581522929
0.0557263258133 0.0810860636275 0.0939869624889
0.0572091741851 0.0810860636275 0.0939869624889
0.0572091741851 0.0856526971084 0.0939869624889
0.0572091741851 0.0856526971084 0.0994865550187
0.0672486822873 0.0856526971084 0.0994865550187
0.0672486822873 0.0953497600096 0.0994865550187
0.0672486822873 0.0953497600096 0.104936031496
0.0757143706567 0.0953497600096 0.104936031496
0.0757143706567 0.096786114852 0.104936031496
0.0757143706567 0.096786114852 0.105757412242
0.080594311022 0.096786114852 0.105757412242
0.080594311022 0.101771220291 0.105757412242
0.080594311022 0.101771220291 0.109821442761
0.0884393653402 0.101771220291 0.109821442761
0.0884393653402 0.10912865779 0.109821442761
0.0884393653402 0.10912865779 0.115950598168
0.0937512253746 0.10912865779 0.115950598168
0.0937512253746 0.115438910566 0.115950598168
0.0937512253746 0.115438910566 0.122460446694
0.09877710028 0.115438910566 0.122460446694
0.09877710028 0.121713941492 0.122460446694
0.09877710028 0.121713941492 0.128671895407
0.106138773737 0.121713941492 0.128671895407
0.106138773737 0.12863469758 0.128671895407
0.106138773737 0.12863469758 0.135597292491
0.112818322239 0.12863469758 0.135597292491
0.112818322239 0.134804753293 0.135597292491
0.112818322239 0.134804753293 0.141511287117
0.117966118031 0.134804753293 0.141511287117
0.117966118031 0.141065099055 0.141511287117
0.117966118031 0.141065099055 0.147638455041
0.124056310868 0.141065099055 0.147638455041
0.124056310868 0.14628863256 0.147638455041
0.124056310868 0.14628863256 0.153393001479
0.128474655857 0.14628863256 0.153393001479
0.128474655857 0.151507164219 0.153393001479
0.128474655857 0.151507164219 0.158730484577
0.131825793297 0.151507164219 0.158730484577
0.131825793297 0.15699036031 0.158730484577
0.131825793297 0.15699036031 0.164353711665
0.13714924191 0.15699036031 0.164353711665
0.13714924191 0.162366795351 0.164353711665
0.13714924191 0.162366795351 0.1694129652
0.143214588463 0.162366795351 0.1694129652
0.143214588463 0.166802492605 0.1694129652
0.143214588463 0.166802492605 0.174837118281
0.148758616819 0.166802492605 0.174837118281
0.148758616819 0.171090308056 0.174837118281
0.148758616819 0.171090308056 0.179192752175
0.153071954233 0.171090308056 0.179192752175
0.153071954233 0.175563756827 0.179192752175
0.153071954233 0.175563756827 0.183338502803
0.157268562674 0.175563756827 0.183338502803
0.157268562674 0.179405273132 0.183338502803
0.157268562674 0.179405273132 0.1875627661
0.161421550815 0.179405273132 0.1875627661
0.161421550815 0.182587748356 0.1875627661
0.161421550815 0.182587748356 0.191386257835
0.165883516146 0.182587748356 0.191386257835
0.165883516146 0.186743649813 0.191386257835
0.165883516146 0.186743649813 0.195085778054
0.170366544909 0.186743649813 0.195085778054
0.170366544909 0.190388375607 0.195085778054
0.170366544909 0.190388375607 0.198566453067
0.174721211227 0.190388375607 0.198566453067
0.174721211227 0.193974586025 0.198566453067
0.174721211227 0.193974586025 0.201833619224
0.177363500607 0.193974586025 0.201833619224
0.177363500607 0.197111855974 0.201833619224
0.177363500607 0.197111855974 0.204738368188
0.180711194051 0.197111855974 0.204738368188
0.180711194051 0.200155720774 0.204738368188
0.180711194051 0.200155720774 0.207378333279
0.18398513355 0.200155720774 0.207378333279
0.18398513355 0.201989194928 0.207378333279
0.18398513355 0.201989194928 0.20967303829
0.187034914811 0.201989194928 0.20967303829
0.187034914811 0.204790347088 0.20967303829
0.187034914811 0.204790347088 0.212484917388
0.189999028277 0.204790347088 0.212484917388
0.189999028277 0.207630251904 0.212484917388
0.189999028277 0.207630251904 0.215153622864
0.192719354522 0.207630251904 0.215153622864
0.192719354522 0.210182624053 0.215153622864
0.192719354522 0.210182624053 0.217313342822
0.193814130022 0.210182624053 0.217313342822
0.193814130022 0.211622360015 0.217313342822
0.193814130022 0.211622360015 0.218919827676
0.195461650214 0.211622360015 0.218919827676
0.195461650214 0.213175458657 0.218919827676
0.195461650214 0.213175458657 0.220169684613
0.196309008297 0.213175458657 0.220169684613
0.196309008297 0.214393863193 0.220169684613
0.196309008297 0.214393863193 0.220612560563
0.197081371596 0.214393863193 0.220612560563
0.197081371596 0.214806980112 0.220612560563
0.197081371596 0.214806980112 0.220478158872
0.196228099425 0.214806980112 0.220478158872
0.196228099425 0.214611848592 0.220478158872
0.196228099425 0.214611848592 0.219255424276
0.19469184416 0.214611848592 0.219255424276
0.19469184416 0.213473264072 0.219255424276
0.19469184416 0.213473264072 0.216779860619
0.192909850679 0.213473264072 0.216779860619
0.192909850679 0.211794826658 0.216779860619
0.192909850679 0.211794826658 0.213777412873
0.192909850679 0.211794826658 0.210447350053
0.191541679594 0.211794826658 0.210447350053
0.191541679594 0.210676431147 0.210447350053
0.191541679594 0.210676431147 0.207747083408
0.191541679594 0.210676431147 0.20454158246
0.191541679594 0.210676431147 0.201242033853
0.191541679594 0.210676431147 0.19801056062
0.191541679594 0.208295912716 0.19801056062
0.191541679594 0.208295912716 0.195330891839
0.191541679594 0.206629813488 0.195330891839
0.191541679594 0.206629813488 0.192794783185
0.191541679594 0.204535927888 0.192794783185
0.191541679594 0.204535927888 0.189828308155
0.191541679594 0.204535927888 0.186695634619
0.191541679594 0.202241104806 0.186695634619
0.191541679594 0.202241104806 0.183955628485
0.189981779428 0.202241104806 0.183955628485
0.189981779428 0.200372326002 0.183955628485
0.189981779428 0.200372326002 0.181216722012
0.189981779428 0.198049514152 0.181216722012
0.189981779428 0.198049514152 0.178427606253
0.184991863628 0.198049514152 0.178427606253
0.18170999713 0.198049514152 0.178427606253
0.17877879503 0.198049514152 0.178427606253
0.17877879503 0.195616433609 0.178427606253
0.17877879503 0.195616433609 0.175360091323
0.172868596635 0.195616433609 0.175360091323
0.17044512112 0.195616433609 0.175360091323
0.169814490252 0.195616433609 0.175360091323
0.169814490252 0.19408427341 0.175360091323
0.169814490252 0.19408427341 0.173159328405
0.167452113941 0.19408427341 0.173159328405
0.167452113941 0.191925958093 0.173159328405
0.167452113941 0.191925958093 0.170733997529
0.167452113941 0.189837912353 0.170733997529
0.164574604142 0.189837912353 0.170733997529
0.164574604142 0.189837912353 0.168144039803
0.164574604142 0.187497779471 0.168144039803
0.162428079417 0.187497779471 0.168144039803
0.162428079417 0.186042227299 0.168144039803
0.162428079417 0.186042227299 0.166258335797
0.159737498625 0.186042227299 0.166258335797
0.159737498625 0.183878336621 0.166258335797
0.159737498625 0.183878336621 0.164200966816
0.159737498625 0.182325548652 0.164200966816
0.158519082048 0.182325548652 0.164200966816
0.158519082048 0.182325548652 0.16205751996
0.158519082048 0.179864227359 0.16205751996
0.157080516777 0.179864227359 0.16205751996
0.157080516777 0.179864227359 0.159912520713
0.157080516777 0.178126303776 0.159912520713
0.157080516777 0.178126303776 0.157757261875
0.157080516777 0.176177601781 0.157757261875
0.155682140327 0.176177601781 0.157757261875
0.155682140327 0.174674933223 0.157757261875
0.155682140327 0.174674933223 0.155687583138
0.154216955401 0.174674933223 0.155687583138
0.154216955401 0.173473682028 0.155687583138
0.154216955401 0.173473682028 0.153864440062
0.153364006847 0.173473682028 0.153864440062
0.153364006847 0.172147579564 0.153864440062
0.153364006847 0.172147579564 0.151756377843
0.151551716611 0.172147579564 0.151756377843
0.151551716611 0.170411230099 0.151756377843
0.151551716611 0.170411230099 0.149988714912
0.151551716611 0.168930418279 0.149988714912
0.150172704142 0.168930418279 0.149988714912
0.150172704142 0.168930418279 0.148331193277
0.150172704142 0.167625895342 0.148331193277
0.148952844915 0.167625895342 0.148331193277
0.148952844915 0.167625895342 0.146600232668
0.148952844915 0.166294249059 0.146600232668
0.148472958804 0.166294249059 0.146600232668
0.148472958804 0.166294249059 0.145197780948
0.148472958804 0.164840081267 0.145197780948
0.148472958804 0.163125549749 0.145197780948
0.147939662548 0.163125549749 0.145197780948
0.147939662548 0.163125549749 0.143572646687
0.147939662548 0.161810153977 0.143572646687
0.146707670931 0.161810153977 0.143572646687
0.146707670931 0.161810153977 0.142087358241
0.146707670931 0.160738668725 0.142087358241
0.145946108196 0.160738668725 0.142087358241
0.145946108196 0.160738668725 0.140356623564
0.145946108196 0.159468593935 0.140356623564
0.143750439494 0.159468593935 0.140356623564
0.143750439494 0.159468593935 0.138318801085
0.143750439494 0.158190747749 0.138318801085
0.142060627668 0.158190747749 0.138318801085
0.142060627668 0.158190747749 0.136378743877
0.142060627668 0.156879992034 0.136378743877
0.140423853687 0.156879992034 0.136378743877
0.140423853687 0.156879992034 0.134608923701
0.140423853687 0.155805887483 0.134608923701
0.140423853687 0.154812048069 0.134608923701
0.138881963785 0.154812048069 0.134608923701
0.138881963785 0.154812048069 0.133053718046
0.138881963785 0.153526713793 0.133053718046
0.138192104075 0.153526713793 0.133053718046
0.138192104075 0.153526713793 0.131828805543
0.138192104075 0.152561916193 0.131828805543
0.13749188049 0.152561916193 0.131828805543
0.13749188049 0.152561916193 0.130673699051
0.13749188049 0.151603968417 0.130673699051
0.13632098059 0.151603968417 0.130673699051
0.13632098059 0.151603968417 0.129266808652
0.13632098059 0.150455302019 0.129266808652
0.135167009181 0.150455302019 0.129266808652
0.135167009181 0.149537267081 0.129266808652
0.135167009181 0.149537267081 0.127750318432
0.135167009181 0.148320654264 0.127750318432
0.13458717004 0.148320654264 0.127750318432
0.13458717004 0.148320654264 0.126363088245
0.13458717004 0.147595271217 0.126363088245
0.133112295502 0.147595271217 0.126363088245
0.133112295502 0.147595271217 0.124366241762
0.133112295502 0.146649891569 0.124366241762
0.133112295502 0.146649891569 0.122895294852
0.131955107009 0.146649891569 0.122895294852
0.131955107009 0.14553222028 0.122895294852
0.131955107009 0.14553222028 0.121448994717
0.130832451149 0.14553222028 0.121448994717
0.130832451149 0.144621991851 0.121448994717
0.130832451149 0.14361420398 0.121448994717
0.130832451149 0.14361420398 0.120363467371
0.129496185926 0.14361420398 0.120363467371
0.129496185926 0.142216117379 0.120363467371
0.127883000184 0.142216117379 0.120363467371
0.127883000184 0.142216117379 0.11874993582
0.127883000184 0.141038328724 0.11874993582
0.126846229829 0.141038328724 0.11874993582
0.126846229829 0.141038328724 0.117571229912
0.126846229829 0.139924580128 0.117571229912
0.125486048911 0.139924580128 0.117571229912
0.125486048911 0.13889966823 0.117571229912
0.125486048911 0.13889966823 0.116301957511
0.125486048911 0.137747886236 0.116301957511
0.12433451322 0.137747886236 0.116301957511
0.12433451322 0.137747886236 0.114772576308
0.12433451322 0.136405527299 0.114772576308
0.122944587449 0.136405527299 0.114772576308
0.122944587449 0.136405527299 0.113172079361
0.122944587449 0.135151399689 0.113172079361
0.120829170628 0.135151399689 0.113172079361
0.120829170628 0.135151399689 0.111288039774
0.120829170628 0.134416064259 0.111288039774
0.119632492663 0.134416064259 0.111288039774
0.119632492663 0.133454295898 0.111288039774
0.119632492663 0.133454295898 0.109852639621
