0 -nan -nan
0 0 -nan
0 0 0
0 0 0
0 0 0
0 0 0
0.363820187251 0 0
0.363820187251 0.232764156659 0
0.363820187251 0.232764156659 0.351423230767
0.361859530956 0.232764156659 0.351423230767
0.361859530956 0.174573117495 0.351423230767
0.361859530956 0.174573117495 0.263567423075
0.289487624764 0.174573117495 0.263567423075
0.289487624764 0.139658493996 0.263567423075
0.289487624764 0.139658493996 0.180341572165
0.215812715391 0.139658493996 0.180341572165
0.215812715391 0.0840106606483 0.180341572165
0.215812715391 0.0840106606483 0.150284643471
0.182779455611 0.0840106606483 0.150284643471
0.182779455611 0.069806265831 0.150284643471
0.182779455611 0.069806265831 0.12881540869
0.153575286642 0.069806265831 0.12881540869
0.153575286642 0.133711266518 0.12881540869
0.153575286642 0.133711266518 0.195502818376
0.166416452163 0.133711266518 0.195502818376
0.166416452163 0.215617554883 0.195502818376
0.166416452163 0.215617554883 0.185081164704
0.161094392985 0.215617554883 0.185081164704
0.161094392985 0.212002797276 0.185081164704
0.161094392985 0.212002797276 0.166573048234
0.146449448168 0.212002797276 0.166573048234
0.146449448168 0.186704895849 0.166573048234
0.146449448168 0.186704895849 0.16419486837
0.13976817069 0.186704895849 0.16419486837
0.13976817069 0.165623311326 0.16419486837
0.13976817069 0.165623311326 0.150511962672
0.129016772944 0.165623311326 0.150511962672
0.129016772944 0.157981065718 0.150511962672
0.129016772944 0.157981065718 0.13383611028
0.180209613059 0.157981065718 0.13383611028
0.180209613059 0.201839883093 0.13383611028
0.180209613059 0.201839883093 0.144071237849
0.173685991963 0.201839883093 0.144071237849
0.173685991963 0.207617134452 0.144071237849
0.173685991963 0.207617134452 0.144403592348
0.165045231022 0.207617134452 0.144403592348
0.165045231022 0.194641063549 0.144403592348
0.165045231022 0.194641063549 0.135378367826
0.155336688021 0.194641063549 0.135378367826
0.155336688021 0.189149299965 0.135378367826
0.155336688021 0.189149299965 0.128322006324
0.207172546287 0.189149299965 0.128322006324
0.207172546287 0.197725383523 0.128322006324
0.207172546287 0.197725383523 0.121193005972
0.193592203448 0.197725383523 0.121193005972
0.193592203448 0.189995309005 0.121193005972
0.193592203448 0.189995309005 0.145926903424
0.187078206539 0.189995309005 0.145926903424
0.187078206539 0.177329930291 0.145926903424
0.187078206539 0.177329930291 0.144508315697
0.187147790477 0.177329930291 0.144508315697
0.187147790477 0.179453019798 0.144508315697
0.187147790477 0.179453019798 0.139495985494
0.229684773087 0.179453019798 0.139495985494
0.229684773087 0.189222094213 0.139495985494
0.229684773087 0.189222094213 0.13315525888
0.219698478605 0.189222094213 0.13315525888
0.219698478605 0.178784007676 0.13315525888
0.219698478605 0.178784007676 0.14132624288
0.251118903235 0.178784007676 0.14132624288
0.251118903235 0.188094585699 0.14132624288
0.251118903235 0.188094585699 0.146674716783
0.247609700084 0.188094585699 0.146674716783
0.247609700084 0.181804430068 0.146674716783
0.247609700084 0.181804430068 0.140807728112
0.240635254635 0.181804430068 0.140807728112
0.240635254635 0.220405471611 0.140807728112
0.240635254635 0.220405471611 0.151860728115
0.231722837797 0.220405471611 0.151860728115
0.231722837797 0.214582483139 0.151860728115
0.231722837797 0.214582483139 0.146236256703
0.223447022161 0.214582483139 0.146236256703
0.223447022161 0.214358401671 0.146236256703
0.223447022161 0.214358401671 0.166218192609
0.223544512946 0.214358401671 0.166218192609
0.223544512946 0.216266376345 0.166218192609
0.223544512946 0.216266376345 0.170182314258
0.218816184103 0.216266376345 0.170182314258
0.218816184103 0.235063663175 0.170182314258
0.218816184103 0.235063663175 0.16450957045
0.225302806785 0.235063663175 0.16450957045
0.225302806785 0.227513150486 0.16450957045
0.225302806785 0.227513150486 0.180564389834
0.216672909819 0.227513150486 0.180564389834
0.216672909819 0.220403364534 0.180564389834
0.216672909819 0.220403364534 0.174921752652
0.221016879786 0.220403364534 0.174921752652
0.221016879786 0.21820837598 0.174921752652
0.221016879786 0.21820837598 0.206158791212
0.214516383322 0.21820837598 0.206158791212
0.214516383322 0.212034137678 0.206158791212
0.214516383322 0.212034137678 0.22880561996
0.208497488243 0.212034137678 0.22880561996
0.208497488243 0.213509560781 0.22880561996
0.208497488243 0.213509560781 0.222268316533
0.208772941927 0.213509560781 0.222268316533
0.208772941927 0.207578739648 0.222268316533
0.208772941927 0.207578739648 0.230863534121
0.203182525329 0.207578739648 0.230863534121
0.203182525329 0.210323370107 0.230863534121
0.203182525329 0.210323370107 0.224623979145
0.197835616767 0.210323370107 0.224623979145
0.197835616767 0.204788544578 0.224623979145
0.197835616767 0.204788544578 0.227320873149
0.197835616767 0.204788544578 0.253746945392
0.192925902208 0.204788544578 0.253746945392
