-0.0513421970018 -nan -nan
-0.0513421970018 -0.00348251420402 -nan
-0.0513421970018 -0.00348251420402 0.0253300049579
-0.0270816569941 -0.00348251420402 0.0253300049579
-0.0270816569941 -0.00147370133445 0.0253300049579
-0.0270816569941 -0.00147370133445 0.00832543169108
-0.0176419044935 -0.00147370133445 0.00832543169108
-0.0176419044935 1.57581390983 0.00832543169108
-0.0176419044935 1.57581390983 0.833576737548
-0.00438928636312 1.57581390983 0.833576737548
-0.00438928636312 1.18607278012 0.833576737548
-0.00438928636312 1.18607278012 0.625214163393
-0.00474006876202 1.18607278012 0.625214163393
-0.00474006876202 0.946232232674 0.625214163393
-0.00474006876202 0.946232232674 0.497846524175
-0.00581400345955 0.946232232674 0.497846524175
-0.00581400345955 0.788842466166 0.497846524175
-0.00581400345955 0.788842466166 0.410256719389
-0.000273904148457 0.788842466166 0.410256719389
-0.000273904148457 0.672950156639 0.410256719389
-0.000273904148457 0.672950156639 0.358187908546
5.34834803201e-05 0.672950156639 0.358187908546
5.34834803201e-05 0.862601803423 0.358187908546
5.34834803201e-05 0.862601803423 0.637009245488
0.153636173683 0.862601803423 0.637009245488
0.153636173683 0.829682437073 0.637009245488
0.153636173683 0.829682437073 0.602234764584
0.136126652537 0.829682437073 0.602234764584
0.136126652537 0.751395114964 0.602234764584
0.136126652537 0.751395114964 0.547707989348
0.121250752594 0.751395114964 0.547707989348
0.121250752594 0.676873398209 0.547707989348
0.121250752594 0.676873398209 0.495670523342
0.116092143545 0.676873398209 0.495670523342
0.116092143545 0.618043401936 0.495670523342
0.116092143545 0.618043401936 0.458991895514
0.277768410669 0.618043401936 0.458991895514
0.277768410669 0.659988841631 0.458991895514
0.277768410669 0.659988841631 0.543800126175
0.274736322117 0.659988841631 0.543800126175
0.274736322117 0.711555255557 0.543800126175
0.274736322117 0.711555255557 0.498745023498
0.245537614024 0.711555255557 0.498745023498
0.245537614024 0.668635999754 0.498745023498
0.245537614024 0.668635999754 0.473437035373
0.243569535503 0.668635999754 0.473437035373
0.243569535503 0.626881285431 0.473437035373
0.243569535503 0.626881285431 0.44952844066
0.230066689989 0.626881285431 0.44952844066
0.230066689989 0.575352114488 0.44952844066
0.230066689989 0.575352114488 0.54760664317
0.221822597675 0.575352114488 0.54760664317
0.221822597675 0.585582631203 0.54760664317
0.221822597675 0.585582631203 0.551470541701
0.209625931075 0.585582631203 0.551470541701
0.209625931075 0.594870873302 0.551470541701
0.209625931075 0.594870873302 0.547576004024
0.211562275614 0.594870873302 0.547576004024
0.211562275614 0.589796286994 0.547576004024
0.211562275614 0.589796286994 0.563992677753
0.217455082292 0.589796286994 0.563992677753
0.217455082292 0.562640065295 0.563992677753
0.217455082292 0.562640065295 0.535714254137
0.207505566323 0.562640065295 0.535714254137
0.207505566323 0.532891822439 0.535714254137
0.207505566323 0.532891822439 0.582638343709
0.208454692038 0.532891822439 0.582638343709
0.208454692038 0.546289834328 0.582638343709
0.208454692038 0.546289834328 0.581323844966
0.199695849077 0.546289834328 0.581323844966
0.199695849077 0.554319240534 0.581323844966
0.199695849077 0.554319240534 0.568255996256
0.202687161128 0.554319240534 0.568255996256
0.202687161128 0.543896343652 0.568255996256
0.202687161128 0.543896343652 0.557839571241
0.193433050149 0.543896343652 0.557839571241
0.193433050149 0.541979720861 0.557839571241
0.193433050149 0.541979720861 0.552277846322
0.199525887379 0.541979720861 0.552277846322
0.199525887379 0.538783899736 0.552277846322
0.199525887379 0.538783899736 0.530530949755
0.191509494132 0.538783899736 0.530530949755
0.191509494132 0.519310783073 0.530530949755
0.191509494132 0.519310783073 0.508509597298
0.233340136061 0.519310783073 0.508509597298
0.233340136061 0.526346489942 0.508509597298
0.233340136061 0.526346489942 0.519602055993
0.224859845195 0.526346489942 0.519602055993
0.224859845195 0.526021551498 0.519602055993
0.224859845195 0.526021551498 0.515908172064
0.216636231788 0.526021551498 0.515908172064
0.216636231788 0.52554163453 0.515908172064
0.216636231788 0.52554163453 0.509144708246
0.207268914048 0.52554163453 0.509144708246
0.207268914048 0.525757697504 0.509144708246
0.207268914048 0.525757697504 0.508276925626
0.197027888824 0.525757697504 0.508276925626
0.197027888824 0.538862917666 0.508276925626
0.197027888824 0.538862917666 0.493884755194
0.187522350492 0.538862917666 0.493884755194
0.187522350492 0.524808697091 0.493884755194
0.187522350492 0.524808697091 0.477335633433
0.181691162033 0.524808697091 0.477335633433
0.181691162033 0.509670515071 0.477335633433
0.181691162033 0.509670515071 0.504597547263
0.169148944281 0.509670515071 0.504597547263
0.169148944281 0.516847266776 0.504597547263
0.169148944281 0.516847266776 0.505761612342
0.15393211117 0.516847266776 0.505761612342
0.15393211117 0.519163299874 0.505761612342
0.15393211117 0.519163299874 0.504786273913
0.150037062909 0.519163299874 0.504786273913
0.150037062909 0.51082304281 0.504786273913
0.150037062909 0.51082304281 0.497264468824
0.150037062909 0.510705606428 0.497264468824
0.145208313002 0.510705606428 0.497264468824
0.145208313002 0.510705606428 0.493095416474
0.145208313002 0.51995441739 0.493095416474
0.145208313002 0.509507453552 0.493095416474
0.145208313002 0.495779390251 0.493095416474
0.145208313002 0.483516612218 0.493095416474
0.145208313002 0.47956946186 0.493095416474
0.145208313002 0.505795955649 0.493095416474
0.145208313002 0.504704200957 0.493095416474
0.145208313002 0.502186732107 0.493095416474
0.145208313002 0.496675078642 0.493095416474
0.145208313002 0.490628739204 0.493095416474
0.145208313002 0.490628739204 0.48794483887
0.145208313002 0.498673126978 0.48794483887
0.145208313002 0.496980742752 0.48794483887
0.131906454452 0.496980742752 0.48794483887
0.131906454452 0.496980742752 0.485152599396
0.131906454452 0.493526374289 0.485152599396
0.131906454452 0.493526374289 0.479785586853
0.131906454452 0.494262519967 0.479785586853
0.131906454452 0.49923516087 0.479785586853
0.131906454452 0.49923516087 0.476509241709
0.131906454452 0.489965322032 0.476509241709
0.131906454452 0.499566746722 0.476509241709
0.131906454452 0.499566746722 0.46829931774
0.131906454452 0.499190846174 0.46829931774
0.131906454452 0.497737166649 0.46829931774
0.131906454452 0.497737166649 0.468729557454
0.131906454452 0.489647605794 0.468729557454
0.131906454452 0.489647605794 0.466793351403
0.131906454452 0.482862523713 0.466793351403
0.131906454452 0.482862523713 0.455775559581
0.131906454452 0.481803762976 0.455775559581
0.129643337156 0.481803762976 0.455775559581
0.129643337156 0.481775720999 0.455775559581
0.129643337156 0.481775720999 0.443093365294
0.129643337156 0.485198028592 0.443093365294
0.129643337156 0.476212273503 0.443093365294
0.129643337156 0.476212273503 0.443067549166
0.129643337156 0.466034945024 0.443067549166
0.129643337156 0.466034945024 0.44606247665
0.129643337156 0.466034945024 0.438623063541
0.129643337156 0.460220897922 0.438623063541
0.129643337156 0.45821463022 0.438623063541
0.129643337156 0.45821463022 0.429739842558
0.129643337156 0.466988844421 0.429739842558
0.129643337156 0.468092082781 0.429739842558
0.129643337156 0.471825685098 0.429739842558
0.129643337156 0.471825685098 0.422468090527
0.129643337156 0.467241908725 0.422468090527
0.129643337156 0.452709128273 0.422468090527
0.129643337156 0.452709128273 0.417579073298
0.129643337156 0.453216940294 0.417579073298
0.114782305488 0.453216940294 0.417579073298
0.114782305488 0.453216940294 0.415335781223
0.114782305488 0.454080736095 0.415335781223
0.114782305488 0.442968137509 0.415335781223
0.114782305488 0.442968137509 0.407939944583
0.114782305488 0.437732308954 0.407939944583
0.114782305488 0.437732308954 0.401323649793
0.114782305488 0.432280237388 0.401323649793
0.114782305488 0.432280237388 0.39555407676
0.114782305488 0.426932374583 0.39555407676
0.114782305488 0.421267113325 0.39555407676
0.114782305488 0.421267113325 0.389685012143
0.114782305488 0.416025039285 0.389685012143
0.114782305488 0.416025039285 0.383885622341
0.114782305488 0.410917328041 0.383885622341
0.114782305488 0.410917328041 0.377770700296
0.114782305488 0.405973056917 0.377770700296
0.114782305488 0.400827409584 0.377770700296
0.114782305488 0.400827409584 0.372334676798
0.114782305488 0.396089690516 0.372334676798
0.114782305488 0.396089690516 0.370680910593
0.114782305488 0.391463954009 0.370680910593
0.112148401307 0.391463954009 0.370680910593
0.112148401307 0.391463954009 0.364954394438
0.112148401307 0.386938317418 0.364954394438
0.112148401307 0.386938317418 0.363703808995
0.112148401307 0.383140151528 0.363703808995
0.112148401307 0.378635278402 0.363703808995
0.112148401307 0.378635278402 0.357530670433
0.112148401307 0.375016925244 0.357530670433
0.112148401307 0.375016925244 0.352460392011
0.112148401307 0.370795454433 0.352460392011
0.112148401307 0.370795454433 0.346398922069
0.112148401307 0.366553809772 0.346398922069
0.112148401307 0.366553809772 0.340915487968
0.112148401307 0.362827471154 0.340915487968
0.112148401307 0.358729199999 0.340915487968
0.112148401307 0.358729199999 0.33626322365
0.112148401307 0.354273208577 0.33626322365
0.112148401307 0.354273208577 0.33067011255
0.112148401307 0.350549703948 0.33067011255
0.112148401307 0.350549703948 0.326148447354
0.112148401307 0.346819475865 0.326148447354
0.112148401307 0.343216845949 0.326148447354
0.112148401307 0.343216845949 0.321545517781
0.112148401307 0.339372432019 0.321545517781
0.112148401307 0.339372432019 0.321583197686
0.109331479979 0.339372432019 0.321583197686
0.109331479979 0.335986594263 0.321583197686
0.109331479979 0.335986594263 0.316985213882
0.109331479979 0.332587862175 0.316985213882
0.109331479979 0.332587862175 0.312506259804
0.109331479979 0.330293134756 0.312506259804
0.109331479979 0.325918400909 0.312506259804
0.109331479979 0.325918400909 0.308570095914
0.109331479979 0.322585876542 0.308570095914
0.109331479979 0.322585876542 0.305952775581
0.109331479979 0.319410282815 0.305952775581
0.109331479979 0.319410282815 0.304816757554
0.109331479979 0.316721024798 0.304816757554
0.109331479979 0.316721024798 0.300252717924
0.109331479979 0.315080256658 0.300252717924
0.109331479979 0.312223969401 0.300252717924
0.109331479979 0.312223969401 0.296446751138
0.109331479979 0.309454405344 0.296446751138
0.109331479979 0.309454405344 0.294529272316
0.109331479979 0.306471238066 0.294529272316
0.109331479979 0.306471238066 0.290580668136
0.109331479979 0.303676164022 0.290580668136
0.109331479979 0.300653310853 0.290580668136
0.109331479979 0.300653310853 0.290964024381
0.109331479979 0.300653310853 0.287394077133
0.109331479979 0.297466943169 0.287394077133
0.109331479979 0.29484376985 0.287394077133
0.109331479979 0.29484376985 0.288085637125
0.109331479979 0.29484376985 0.285405870648
0.106708183238 0.29484376985 0.285405870648
0.106708183238 0.292061607292 0.285405870648
0.106708183238 0.289520095596 0.285405870648
0.106708183238 0.289520095596 0.281898302839
0.106708183238 0.286898351847 0.281898302839
0.106708183238 0.286898351847 0.278365420993
0.106708183238 0.284601995517 0.278365420993
0.106708183238 0.284601995517 0.275987460644
0.106708183238 0.281873845029 0.275987460644
0.106708183238 0.279610079452 0.275987460644
0.106708183238 0.279610079452 0.27361562949
0.106708183238 0.276938442031 0.27361562949
0.106708183238 0.276938442031 0.271522818029
0.106708183238 0.274700540094 0.271522818029
0.106708183238 0.274700540094 0.27036694693
0.106708183238 0.272477232637 0.27036694693
0.106708183238 0.272477232637 0.267811242239
0.106708183238 0.270269708278 0.267811242239
0.104314511795 0.270269708278 0.267811242239
0.104314511795 0.270269708278 0.265218510727
0.104314511795 0.268127721318 0.265218510727
0.104314511795 0.266140022334 0.265218510727
0.104314511795 0.266140022334 0.26269524713
0.104314511795 0.264102173698 0.26269524713
0.102377779017 0.264102173698 0.26269524713
0.102377779017 0.264102173698 0.261453818066
0.102377779017 0.262107357549 0.261453818066
0.102377779017 0.262107357549 0.259402974467
0.102377779017 0.260186277425 0.259402974467
0.102377779017 0.260186277425 0.258866179218
0.102377779017 0.258217895326 0.258866179218
0.0992098368576 0.258217895326 0.258866179218
0.0992098368576 0.258217895326 0.261053156176
0.0992098368576 0.256340533096 0.261053156176
0.0992098368576 0.256340533096 0.258579621579
0.0992098368576 0.254807898965 0.258579621579
0.0992098368576 0.254807898965 0.256426220649
0.0992098368576 0.252982131904 0.256426220649
0.0971060191508 0.252982131904 0.256426220649
0.0971060191508 0.252982131904 0.258186174005
0.0971060191508 0.251280731134 0.258186174005
0.0971060191508 0.251280731134 0.256109300802
0.0971060191508 0.248315527982 0.256109300802
0.0971060191508 0.248315527982 0.255648753128
0.0919964971705 0.248315527982 0.255648753128
0.0919964971705 0.247417220348 0.255648753128
0.0919964971705 0.247417220348 0.253699798576
0.0919964971705 0.245740504659 0.253699798576
0.0919964971705 0.245740504659 0.251448021464
0.0919964971705 0.244106750928 0.251448021464
0.0919964971705 0.244106750928 0.249046288786
0.0919964971705 0.241505426882 0.249046288786
0.0896921536248 0.241505426882 0.249046288786
0.0896921536248 0.241505426882 0.248173670987
0.0896921536248 0.2396929073 0.248173670987
0.0896921536248 0.2396929073 0.245586461066
0.0896921536248 0.237823027894 0.245586461066
0.0865758884467 0.237823027894 0.245586461066
0.0865758884467 0.236068678337 0.245586461066
0.0865758884467 0.236068678337 0.243701342188
0.0865758884467 0.234248251333 0.243701342188
0.0865758884467 0.234248251333 0.241793107842
0.0865758884467 0.232447085535 0.241793107842
0.0865758884467 0.232447085535 0.238318348596
0.0840983610739 0.232447085535 0.238318348596
0.0840983610739 0.230673975786 0.238318348596
0.0840983610739 0.230673975786 0.234826828495
0.0840983610739 0.228983284197 0.234826828495
0.0840983610739 0.226859721743 0.234826828495
0.0840983610739 0.226859721743 0.232603346232
0.0821515607388 0.226859721743 0.232603346232
0.0821515607388 0.225313460147 0.232603346232
0.0821515607388 0.225313460147 0.232204227044
0.0821515607388 0.223804018727 0.232204227044
0.0821515607388 0.223804018727 0.22997330156
0.0821515607388 0.222167183663 0.22997330156
0.0781163335964 0.222167183663 0.22997330156
0.0781163335964 0.222167183663 0.229082056026
0.0781163335964 0.219898571931 0.229082056026
