-nan -nan -nan
-nan -nan nan
-nan -nan -nan
0.298529335066 -nan -nan
0.316213238626 0.282101132061 -nan
0.329768931813 0.292928233316 0.263714889761
0.225587792033 0.301659380727 0.270997017772
0.2308582938 0.216397878085 0.277075038105
0.235368350434 0.220006517611 0.211594764949
0.214502729434 0.22315341677 0.214325131531
0.21726803567 0.207448287227 0.216741709806
0.219744952771 0.209455856214 0.199842606174
0.199878359547 0.211271822005 0.20138732651
0.201530684332 0.185991378354 0.202796164216
0.203048231509 0.187211344549 0.180536048803
0.188581272862 0.188338554824 0.181466904984
0.189673562504 0.17518265567 0.1823314909
0.190692747012 0.175994514614 0.176592407544
0.176231285702 0.17675511124 0.177252705846
0.17699071234 0.184344827473 0.177873546307
0.177707068275 0.185022308219 0.183238185722
0.181120224443 0.185663229154 0.183787446472
0.181742958948 0.193574083759 0.184308438823
0.182335062762 0.194158840478 0.199739581948
0.207543894528 0.194716055039 0.200261688795
0.208174522222 0.217393514384 0.200760206056
0.20877777321 0.217978407417 0.221004340191
0.225837550774 0.218538866858 0.221524719021
0.226433650515 0.23351689972 0.222024149919
0.227006596772 0.234066058638 0.235564327636
0.242193697537 0.23459461134 0.23605363309
0.242753840073 0.247120617616 0.236525181303
0.243294301464 0.247631511554 0.246989937191
0.244145129203 0.248125008599 0.24744300587
0.244630853972 0.25368805441 0.247881108709
0.245101000917 0.25414627186 0.254115468466
0.253252756459 0.254590209272 0.25452632039
0.253698647958 0.261100289469 0.254924720682
0.254131387904 0.261518216648 0.260062368132
0.259169073981 0.261924138825 0.260435780713
0.259574166439 0.269407746989 0.260798739937
0.259968200221 0.269794638567 0.268192655173
0.266361278555 0.270171224292 0.268540307546
0.266735399753 0.275285557897 0.268878918495
0.267100016203 0.275641044485 0.275356914381
0.271777975106 0.275987703994 0.275680711622
0.272122316486 0.279330495146 0.275996646531
0.272458477718 0.279655872604 0.280871711181
0.271722659266 0.279973684281 0.281171951306
0.272031965443 0.279660982775 0.281465355121
0.272334372196 0.279954369738 0.285272222114
0.276125801682 0.280241342928 0.285550309926
0.276412586808 0.285209471369 0.285822437366
0.276693343136 0.285484044385 0.290656208763
0.280949332503 0.285752954063 0.290916834871
0.281217314262 0.290226568918 0.291172184737
0.281479969411 0.290483938888 0.297437693507
0.280393133062 0.290736284465 0.29768529057
0.280637166459 0.293823316958 0.297928138793
0.280876600051 0.294063565507 0.302759656414
0.282047967414 0.294299362353 0.302993602428
0.282273906078 0.294966648237 0.303223285794
0.282495795518 0.295188661449 0.305487160749
0.287806382 0.295406760013 0.305705583449
0.288021698401 0.298275594364 0.305920216003
0.288233337006 0.298484201616 0.309165672532
0.295013318474 0.298689300563 0.309371545193
0.295220990022 0.303343577748 0.309574008082
0.29542527343 0.30354239739 0.313464938911
0.301021756495 0.303738021105 0.313660366201
0.301221048567 0.310001638453 0.313852697717
0.301417228847 0.310193543707 0.317428336353
0.306692347261 0.310382494815 0.317614015869
0.306883677425 0.313822619123 0.317796876877
0.307072143202 0.314005097382 0.320861390812
0.309925627117 0.314184880799 0.321037732131
0.310107179904 0.317418810052 0.321211504066
0.31028612229 0.31759254693 0.324331962674
0.31496325649 0.317763818335 0.324499906784
0.315137755999 0.321195641929 0.324665498285
0.31530984212 0.321361632144 0.327078994098
0.318729598409 0.321525355461 0.32723864026
0.318896452611 0.324393622696 0.327396133181
0.319061083905 0.32455202981 0.328481383081
0.320789747128 0.324708352082 0.328632320895
0.320948139352 0.326732957379 0.32878129592
0.321104496184 0.326883709956 0.330362337506
0.322397757838 0.327032547937 0.330505741684
0.322548069426 0.328478292924 0.330647345619
0.322696515598 0.328621577856 0.330433863338
0.323209349628 0.328763104648 0.330569028484
0.323351680774 0.329296175903 0.330702553636
0.323492304049 0.329431940242 0.329739551152
0.322701497958 0.3295660933 0.329866693373
0.32283564896 0.329593516917 0.329992342948
0.322968241874 0.329722035678 0.328573708483
0.322788538175 0.329849077559 0.328693242822
0.322915552399 0.329761281025 0.32881141791
0.323041137285 0.329883063417 0.327048564303
0.3228813885 0.330003489407 0.327160950671
0.323001840936 0.329798068894 0.327272098002
0.32312097876 0.329913571608 0.324963506985
0.321386553835 0.330027826283 0.325069124243
0.321500140214 0.328288678696 0.325173611528
0.321612523226 0.328397610194 0.322337048801
0.319570948323 0.328505398801 0.322436379016
0.319678088152 0.325960909474 0.322534677059
0.319784125221 0.326063539205 0.319251317004
0.316666613986 0.326165122529 0.31934535431
0.316767702686 0.322799242308 0.319438441748
0.316867779716 0.322897072198 0.316726887182
0.313718208804 0.322993931988 0.316817661133
0.313815242909 0.319811198534 0.316907543111
0.313911332093 0.319904830305 0.314956077313
0.314006493891 0.317228039125 0.315045051704
0.311226981272 0.317319589722 0.315133174956
0.311319982049 0.3174102722 0.314110687904
0.311412108607 0.315790005326 0.314199331421
0.311503376615 0.313607093416 0.314287148848
0.311593801329 0.313697186204 0.313938323113
0.311683397607 0.313786453599 0.313638018946
0.311772179926 0.311571114648 0.313729685922
0.31186016239 0.311659223385 0.313011972829
0.311947358747 0.311746544885 0.311531932429
0.309492932471 0.31183309257 0.311625573863
0.309578763638 0.309379745512 0.311718392213
0.309663846448 0.309464806751 0.310208350398
0.309748193354 0.309549132274 0.309018243953
0.307091162826 0.309632734225 0.309112471168
0.307173862987 0.306754880452 0.309205896208
0.307255864603 0.306836182859 0.306928605622
0.306800203169 0.306916803847 0.307021115669
0.306883523639 0.30699675432 0.304874613472
0.306966156431 0.304970265757 0.304966416479
0.304199391092 0.305049458049 0.305057467536
0.304280318002 0.305128006559 0.303070572668
0.304360591937 0.303319116386 0.303161173533
0.301839089122 0.303397233752 0.303251048781
0.301918069598 0.300929285245 0.303340209516
0.301996426758 0.301006026888 0.301822980569
0.301400945639 0.301082167273 0.301912333972
